nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
BALL BEVERAGE CAN SOUTH AMERICA S.A.,16682.720924/2011-03,2011,RECURSO ESPECIAL DO CONTRIBUINTE,9101-004.583,04/12/2019,EDELI PEREIRA BESSA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, por voto de qualidade, em negar-lhe provimento, vencidos os conselheiros Cristiane Silva Costa, Demetrius Nichele Macei, Lívia De Carli Germano e Amélia Wakako Morishita Yamamoto, que lhe deram provimento. Manifestou intenção de apresentar declaração de voto a conselheira Cristiane Silva Costa.

(documento assinado digitalmente)
ANDREA DUEK SIMANTOB  Presidente em exercício.

(documento assinado digitalmente)
EDELI PEREIRA BESSA - Relatora.

Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Edeli Pereira Bessa, Demetrius Nichele Macei, Viviane Vidal Wagner, Lívia De Carli Germano, Amélia Wakako Morishita Yamamoto e Andrea Duek Simantob (Presidente em exercício).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2007, 2008
ART. 74 DA MP Nº 2.158-35, DE 2001. TRATADO BRASIL-CHILE PARA EVITAR DUPLA TRIBUTAÇÃO DE RENDA. MATERIALIDADES DISTINTAS.
Não se comunicam as materialidades previstas no art. 74 da MP nº 2.158-35, de 2001, e as dispostas na Convenção Brasil-Chile para evitar bitributação de renda. Os lucros tributados pela legislação brasileira são aqueles auferidos pelo investidor brasileiro na proporção de sua participação no investimento localizado no exterior, ao final de cada ano-calendário.
OPERACIONALIZAÇÃO DA NEUTRALIDADE DO SISTEMA E SUPERAÇÃO DO DIFERIMENTO DA TRIBUTAÇÃO.
A neutralidade do sistema de tributação quando investidor e investida estão localizadas no Brasil opera-se mediante a exclusão dos resultado positivo da investida apurado via Método de Equivalência Patrimonial no lucro real da investidora, porque os lucros da investida já foram tributados no Brasil pela mesma alíquota que seriam se o fossem pela investidora. Estando investidor no Brasil e investida no exterior, se a alíquota no exterior é menor do que a brasileira, quebra-se a neutralidade do sistema, e viabiliza-se diferimento por tempo indeterminado da tributação, caso a investidora, que detém poder de decisão sobre a investida, decida não distribuir os lucros. Por isso, o art. 74 da MP nº 2.158-35, de 2001, ao determinar que os lucros sejam auferidos pelo investidor brasileiro, na medida de sua participação, ao final de cada ano-calendário, dispondo sobre aspecto temporal, evitou o diferimento, e, ao mesmo tempo, o art. 26 da Lei nº 9.249, de 1995, autorizou a compensação dos impostos pagos no exterior, viabilizando a neutralidade do sistema."
"AYMORE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",16327.721027/2017-43,2017,RECURSO VOLUNTARIO,1401-003.875,11/11/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, afastar as arguições de nulidade e, no mérito, dar parcial provimento ao recurso para excluir do lançamento a glosa de R$2.341.260,15 relativa às perdas com créditos já prescritos quando de seu aproveitamento e de R$1.171.903,10 referentes à glosa de perdas cujas ações de cobrança foram devidamente comprovadas em sede de recurso voluntário.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Wilson Kazumi Nakayama (suplente convocado), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2012
DESPESAS OPERACIONAIS. DOCUMENTAÇÃO COMPROBATÓRIA INSUFICIENTE.
A dedutibilidade das despesas operacionais depende de comprovação documental. A presunção de legitimidade da escrita contábil não é absoluta, ela requer o respaldo de documentação idônea que a confirme nos termos do art. 264 do Decreto nº 3.000, de 26 de março de 1999 - Regulamento do Imposto de Renda - RIR de 1999.
PERDAS NO RECEBIMENTO DE CRÉDITOS. DEDUTIBILIDADE. OBSERVÂNCIA DOS REQUISITOS DA LEI Nº 9.430/1996. CRÉDITOS PRESCRITOS. CABIMENTO.
As perdas no recebimento de créditos poderão ser deduzidas como despesas, na determinação do lucro real e da base de cálculo da CSLL, desde que observados os requisitos da Lei nº 9.430/1996. Entretanto, as disposições do art. 9º da Lei nº 9.430 alcançam apenas às perdas provisórias. Assim, tendo aplicação restrita, não condicionam a dedução de perdas definitivas de créditos, a exemplo daqueles já prescritos.
PERDAS NO RECEBIMENTO DE CRÉDITOS. POSTERGAÇÃO. ALEGAÇÃO. FALTA DE COMPROVAÇÃO.
A simples alegação em tese da ocorrência da postergação não é suficiente para desconstituir o lançamento. A postergação do pagamento de imposto, alegada como matéria de defesa, deve vir acompanhada da prova de sua ocorrência.
JUROS DE MORA SOBRE MULTA DE OFÍCIO. INCIDÊNCIA.
Aplicação direta da Súmula CARF nº 108: Incidem juros moratórios, calculados à taxa referencial do Sistema Especial de Liquidação e Custódia - SELIC, sobre o valor correspondente à multa de ofício.

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2012
NULIDADE. DECISÃO RECORRIDA. CERCEAMENTO DO DIREITO DE DEFESA. INOCORRÊNCIA
Demonstrado nos autos que a decisão recorrida manifestou-se em relação a todos os pontos controvertidos trazidos em sede recursal, não há que se falar em sua nulidade.

ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 2012
CSLL. LANÇAMENTO DECORRENTE.
As regras do imposto de renda da pessoa jurídica pertinentes à dedutibilidade de despesas e de perdas no recebimento de créditos aplicam-se, também, à Contribuição Social sobre o Lucro Líquido."
SUL AMERICA CAPITALIZACAO S/A - SULACAP,19740.901469/2009-79,2009,RECURSO VOLUNTARIO,1401-004.103,12/12/2019,CARLOS ANDRE SOARES NOGUEIRA,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do colegiado, por unanimidade de votos, dar provimento parcial ao recurso voluntário para afastar o óbice de compensação de débitos com créditos decorrentes de valores de estimativa pagos indevidamente, nos termos da Súmula CARF nº 84, devendo o processo ser restituído à unidade da RFB de origem para que se verifique a liquidez e certeza do crédito formalizado no PER nº 29681.40653.140807.1.3.04-6290 e controlado no processo nº 19740.901614/2009-11, homologando-se as compensações até o limite do crédito disponível.

(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves  Presidente

(documento assinado digitalmente)
Carlos André Soares Nogueira - Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente)","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2002
ESTIMATIVA. RECOLHIMENTO INDEVIDO OU A MAIOR. INDÉBITO.
Nos termos da Súmula CARF nº 84, pode ser caracterizado o indébito, para fins de restituição/ressarcimento ou compensação, no caso de pagamento indevido ou a maior de estimativa de IRPJ ou CSLL."
SUL AMERICA CAPITALIZACAO S/A - SULACAP,19740.901468/2009-24,2009,RECURSO VOLUNTARIO,1401-004.102,12/12/2019,CARLOS ANDRE SOARES NOGUEIRA,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do colegiado, por unanimidade de votos dar provimento parcial ao recurso voluntário para afastar o óbice de compensação de débitos com créditos decorrentes de valores de estimativa pagos indevidamente, nos termos da Súmula CARF nº 84, devendo o processo ser restituído à unidade da RFB de origem para que se verifique a liquidez e certeza do crédito formalizado no PER nº 29681.40653.140807.1.3.04-6290 e controlado no processo nº 19740.901614/2009-11, homologando-se as compensações até o limite do crédito disponível.

(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves  Presidente

(documento assinado digitalmente)
Carlos André Soares Nogueira - Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2002
ESTIMATIVA. RECOLHIMENTO INDEVIDO OU A MAIOR. INDÉBITO.
Nos termos da Súmula CARF nº 84, pode ser caracterizado o indébito, para fins de restituição/ressarcimento ou compensação, no caso de pagamento indevido ou a maior de estimativa de IRPJ ou CSLL."
GWI EMPREENDIMENTOS E PARTICIPACOES LTDA,19515.001192/2006-01,2006,RECURSO VOLUNTARIO,1401-004.054,10/12/2019,DANIEL RIBEIRO SILVA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso de ofício e, no tocante ao recurso voluntário, afastar as arguições de nulidade para, no mérito, dar parcial provimento tão somente para (i) julgar improcedente a infração de omissão de receitas por passivo fictício; (ii) julgar parcialmente procedente a infração relativa à glosa de despesas, nos termos do voto condutor.

(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente

(documento assinado digitalmente)
Daniel Ribeiro Silva - Relator

Participaram do presente julgamento os Conselheiros: Luiz Augusto de Souza Gonçalves (Presidente), Daniel Ribeiro Silva (Vice-Presidente), , Cláudio de Andrade Camerano Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Nelso Kichel.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Exercício: 2001, 2002
OMISSÃO DE RECEITAS. PASSIVO FICTÍCIO.
Não subsiste a presunção de omissão de receitas se o procedimento fiscal deixa de reunir elementos suficientes para evidenciar que o passivo não comprovado teria se formado no período de apuração autuado.
GLOSA DE DESPESAS.
É devida a manutenção das glosas cujas despesas permanecem não comprovadas. Compete ao contribuinte comprovar a regularidade das despesas lançadas.
JUROS DE MORA. TAXA SELIC. SÚMULA CARF N. 04.
A utilização da taxa Selic para o cálculo dos juros de mora decorre de disposição expressa em lei, não cabendo aos órgãos do Poder Executivo afastar sua aplicação.
JUROS SOBRE MULTA DE OFÍCIO. SÚMULA CARF N. 108.
Sendo a multa de ofício classificada como débito para com a União, decorrente de tributos e contribuições administrados pela Secretaria da Receita Federal do Brasil, apresenta-se regular a incidência dos juros de mora sobre os valores de multa de ofício não pagos, a partir de seu vencimento.
LANÇAMENTOS DECORRENTES. CSLL, COFINS E PIS. Solução dada ao litígio principal, relativo ao IRPJ, estende-se no que couber, aos demais lançamentos decorrentes quando tiver por fundamento o mesmo suporte fático."
RADIAL INDUSTRIA METALURGICA LTDA,10880.944081/2016-12,2016,RECURSO VOLUNTARIO,1401-004.113,12/12/2019,CARLOS ANDRE SOARES NOGUEIRA,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do colegiado, por unanimidade de votos, afastar a preliminar de nulidade do despacho decisório e negar provimento ao recurso voluntário.

(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente
(documento assinado digitalmente)
Carlos André Soares Nogueira - Relator


Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente)","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2013
DESPACHO DECISÓRIO. NULIDADE. INOCORRÊNCIA.
Não padece de nulidade o despacho decisório cujas normas veiculadas, de não reconhecimento de crédito pleiteado e de não homologação das compensações declaradas, estejam suficientemente fundamentadas em termos fático-jurídicos.
MULTA DE MORA. CONFISCO. PRONUNCIAMENTO SOBRE CONSTITUCIONALIDADE DA LEI.
Não compete ao julgador administrativo pronunciar-se sobre constitucionalidade de lei que instituiu a multa de mora.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2013
SALDO NEGATIVO DE IRPJ. COMPROVAÇÃO. INOCORRÊNCIA. INDEFERIMENTO.
A falta de comprovação impede o reconhecimento da liquidez e certeza do crédito de saldo negativo de IRPJ pleiteado."
BORAQUIMICA LTDA,10855.722220/2018-28,2018,RECURSO VOLUNTARIO,1401-004.051,10/12/2019,CLAUDIO DE ANDRADE CAMERANO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, rejeitar as preliminares de nulidade e no mérito, negar provimento ao recurso da Recorrente e dos demais sujeitos passivos arrolados como responsáveis solidários.
(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente
(assinado digitalmente)
Cláudio de Andrade Camerano - Relator
Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Carlos André Soares Nogueira, Nelso Kichel, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Letícia Domingues Costa Braga e Eduardo Morgado Rodrigues.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2013, 2014
MATÉRIA NÃO IMPUGNADA. PRECLUSÃO. NÃO CONHECIMENTO DO RECURSO VOLUNTÁRIO.
Considera-se preclusa a matéria não impugnada e não discutida na primeira instância administrativa, em conformidade com o disposto no art. 17 do Decreto 70235/72.
IMPUGNAÇÃO. ALEGAÇÕES DESACOMPANHADAS DE PROVA.
A impugnação deve estar instruída com todos os documentos e provas que possam fundamentar as contestações de defesa. Alegações desacompanhadas de documentos comprobatórios não são suficientes para infirmar a procedência do lançamento questionado.
ESCRITURAÇÃO CONTÁBIL. FORÇA PROBANTE.
A Escrituração contábil da empresa somente faz prova a seu favor nos casos em que, além de observadas as disposições legais, os fatos nela registrados estejam comprovados por documentos hábeis e idôneos.
NOTA FISCAL. PRESUNÇÃO DE VERACIDADE AFASTADA.
Afastada a presunção de veracidade das notas fiscais apresentadas como provas das operações comerciais da empresa, a esta cabe fornecer outros documentos, hábeis e idôneos, a fim de comprová-las.
LANÇAMENTO DE OFÍCIO. REPARTIÇÃO DO ÔNUS DA PROVA.
Nos casos em que a autoridade fiscal comprovou, pelos meios de prova admitidos pelo direito, a ocorrência do ilícito que deu causa ao lançamento de ofício, este somente é afastado se o contribuinte lograr provar o teor das alegações que contrapõe às provas que o ensejaram.
NOTAS FISCAIS INIDÔNEAS. EMPRESAS INEXISTENTES. GLOSA DE CUSTOS/DESPESAS.
Cabe à contribuinte apresentar à fiscalização a documentação, hábil e idônea, apta a comprovar o pagamento das aquisições de mercadorias, e que o dispêndio corresponde à contrapartida de algo recebido, e em assim não o fazendo, é de se concluir, aliado a outras evidências, que as supostas aquisições não foram efetivamente recebidas/adquiridas. Assim, correto o procedimento fiscal em glosar os custos/despesas, relativos às citadas aquisições, contabilizadas pelo contribuinte.

ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2013, 2014
SOLIDARIEDADE. RECURSO QUE NÃO TRATA DA ATRIBUIÇÃO DA SOLIDARIEDADE EM SI. DECISÃO SOBRE A RECORRENTE QUE SE APLICA NA ÍNTEGRA SOBRE O RESPONSÁVEL SOLIDÁRIO.
O vínculo de solidariedade não combatido na peça recursal proposta pelo responsável solidário deságua em decisão reflexa da que foi expedida em desfavor da recorrente. Sendo a autuação mantida integralmente em relação à recorrente, deverá também ser replicada nos mesmos moldes para o responsável solidário, por este não trazer elementos que afastem a atribuição da solidariedade a ele imputada.
RESPONSÁVEL TRIBUTÁRIO. ART.124, I do CTN. CONFIGURAÇÃO.
Provado pela fiscalização nos autos do processo que, juntamente com a contribuinte fiscalizada, terceiro sem vínculo societário direto com a sociedade também atuou como agente para a prática dos atos, ao lado da sociedade contribuinte dos tributos, a teor do disposto no art.124, I do CTN, este terceiro é também responsável pelos créditos tributários.
RESPONSABILIDADE SOLIDÁRIA. INFRAÇÃO DE LEI.
Os diretores, gerentes ou representantes da pessoa jurídica respondem pessoalmente, de forma solidária com a Contribuinte, pelos créditos tributários correspondentes a obrigações tributárias resultantes de atos praticados com excesso de poderes ou infração de lei, contrato social ou estatutos.
MULTA DE OFÍCIO QUALIFICADA. DUPLICAÇÃO DO PERCENTUAL DA MULTA DE OFÍCIO. LEGITIMIDADE.
Constatado que na conduta da fiscalizada existem as condições previstas nos arts.71, 72 e 73 da Lei nº 4.502, de 1964, cabível a duplicação do percentual da multa de que trata o inciso I do art.44 da Lei nº 9.430/96 (com a nova redação do artigo dada pela Medida Provisória nº 303, de 29/06/2006, DOU de 30/06/2006).

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2013, 2014
CSLL. LANÇAMENTO REFLEXO.
Inexistindo fatos novos a serem apreciados, estende-se ao lançamento reflexo os efeitos da decisão prolatada no lançamento matriz."
BB ADMINISTRADORA DE CARTOES DE CREDITO S A,10166.012452/2004-37,2004,RECURSO VOLUNTARIO,1401-004.100,12/12/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, conhecer parcialmente do recurso e, na parte conhecida, negar provimento ao mesmo.
(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves  Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2003
PEDIDO DE RESTITUIÇÃO E COMPENSAÇÃO. SALDO NEGATIVO DE IRPJ. BASE DE CÁLCULO. DEDUÇÃO DA CSLL. IMPOSSIBILIDADE.
Conforme o disposto no art. 1º da Lei nº 9.316/96, o valor da contribuição social sobre o lucro líquido não poderá ser deduzido para efeito de determinação do lucro real, nem de sua própria base de cálculo, dispositivo este considerado legal/constitucional nos termos do acórdão em REsp nº 1.113.159/AM, representativo de controvérsia nos termos do art. 543-C do CPC, razão pela qual deve ser observado pelo CARF em seus julgados por força do disposto no art. 62-A de seu Regimento Interno."
MAURO MARCELLO DESPACHOS ADUANEIROS LTDA,12898.001045/2009-70,2009,RECURSO VOLUNTARIO,1401-003.981,12/11/2019,CLAUDIO DE ANDRADE CAMERANO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.
(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente
(assinado digitalmente)
Cláudio de Andrade Camerano - Relator
Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Carlos André Soares Nogueira, Wilson Kazumi Nakayama (Suplente convocado), Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Letícia Domingues Costa Braga e Eduardo Morgado Rodrigues.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2004
IRPJ. RETENÇÕES NA FONTE. COMPROVAÇÃO.
Necessário que ficasse demonstrado a contabilização do imposto retido e sua vinculação com os comprovantes dos rendimentos, e não apenas juntar dezenas de notas fiscais e sequer fazer uma conciliação com os valores apontados pela autoridade fiscal.
RENDIMENTOS. APLICAÇÕES FINANCEIRAS. TRIBUTAÇÃO.
Constatado que os rendimentos contabilizados de aplicações financeiras não foram declarados na DIPJ , correta a sua tributação de ofício."
I L FERREIRA & CIA LTDA,13001.000206/2010-51,2010,RECURSO VOLUNTARIO,1401-004.048,10/12/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário no tocante ao PIS e à COFINS, bem assim determinar a apensação dos presentes autos ao processo nº 13001.000044/2010-51 para que obedeçam a um rito processual único daqui para frente.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente)","ASSUNTO: CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL (COFINS)
Ano-calendário: 2006, 2007
PIS E COFINS. LANÇAMENTO REFLEXO.
Aplica-se ao processo decorrente de PIS E COFINS a mesma solução dada pela 1ª Turma da 4ª Câmara da 1ª Seção do CARF ao processo principal de IRPJ e CSLL, haja vista decisão judicial transitada em julgado neste sentido.

ASSUNTO: CONTRIBUIÇÃO PARA O PIS/PASEP
Ano-calendário: 2006, 2007
PIS E COFINS. LANÇAMENTO REFLEXO.
Aplica-se ao processo decorrente de PIS E COFINS a mesma solução dada pela 1ª Turma da 4ª Câmara da 1ª Seção do CARF ao processo principal de IRPJ e CSLL, haja vista decisão judicial transitada em julgado neste sentido.


null"
I L FERREIRA & CIA LTDA,13001.000044/2010-51,2010,RECURSO VOLUNTARIO,1401-004.047,10/12/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, afastar as arguições de nulidade da decisão recorrida e, no mérito, negar provimento ao recurso, devendo tal decisão ser aplicada também ao PIS e à COFINS, exigidos no processo nº 13001.000206/2010-51, por força de sentença judicial transitada em julgado.
(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente)","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2006, 2007
CONSTRUÇÃO POR EMPREITADA COM E SEM FORNECIMENTO DE MATERIAL. LUCRO PRESUMIDO. ALÍQUOTA APLICÁVEL.
A aplicação da alíquota de presunção do lucro se dá de acordo com o modo de contratação realizado pela Contribuinte. Ao exercer mais de uma atividade (ou modo de contratação) deverá aplicar as alíquotas de presunção do lucro de forma individualizada, correspondentes a cada uma das formas de contratação.

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2006, 2007
MATÉRIAS DE FUNDO CONSTITUCIONAL. NÃO CONHECIMENTO.
O CARF não é competente para se pronunciar sobre a inconstitucionalidade de lei tributária. Aplicação da Súmula CARF nº 02.

ASSUNTO: OUTROS TRIBUTOS OU CONTRIBUIÇÕES
Ano-calendário: 2006, 2007
CSLL. PIS. COFINS. LANÇAMENTO REFLEXO.
Aplica-se ao lançamento da CSLL, PIS e COFINS os mesmos fundamentos adotados em relação à decisão tomada para o IRPJ, haja vista a intrínseca relação entre todos os tributos ora exigidos, bem assim decisão transitada em julgado que reconheceu a respectiva conexão."
KEPLER WEBER INDUSTRIAL S/A,11070.000481/2009-92,2009,RECURSO VOLUNTARIO,1401-004.086,12/12/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, dar parcial provimento ao recurso para afastar o óbice da decadência, devendo o processo retornar à Unidade de Origem para que a mesma proceda à verificação da suficiência e disponibilidade do crédito já reconhecido pelo despacho decisório de e-fls. 115/120 em face da compensação declarada. Vencidos os Conselheiros Carlos André Soares Nogueira e Nelso Kichel que negavam provimento ao recurso. O Conselheiro Daniel Ribeiro Silva votou pelas conclusões.
(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves  Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2004
PEDIDO DE RESTITUIÇÃO E COMPENSAÇÃO. SALDO NEGATIVO DE IRPJ. DECADÊNCIA. INOCORRÊNCIA.
O marco inicial de contagem do prazo decadencial para a restituição/compensação de saldo negativo de IRPJ (lucro real anual), inicia-se após a entrega da declaração de rendimentos (Lei 9.430/96, art. 6° e RIR/99, art. 858, § 1°, inciso II)."
FURUKAWA ELECTRIC LATAM S.A.,10980.723869/2016-69,2016,RECURSO VOLUNTARIO,1401-003.874,11/11/2019,LUIZ AUGUSTO DE SOUZA GONCALVES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, dar provimento ao recurso voluntário.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente e Relator

Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcângelo Zanin, Wilson Kazumi Nakayama (suplente convocado), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2012, 2013, 2014
SUBVENÇÃO PARA INVESTIMENTO. APLICAÇÃO DA LEI COMPLEMENTAR Nº 160/2017. LANÇAMENTO IMPROCEDENTE.
A Lei Complementar nº 160/2017 tem aplicação aos processos administrativos e judiciais não definitivamente julgados. Em seu art. 9º, determina que os incentivos e os benefícios fiscais ou financeiro-fiscais relativos ao ICMS, concedidos pelos Estados e pelo Distrito Federal, são considerados subvenções para investimento, vedada a exigência de outros requisitos ou condições não previstos neste artigo. Estando o Auto de Infração fundamentado tão somente na tese de que os benefícios recebidos pela Contribuinte do Governo do Estado do Paraná teriam a natureza de subvenção para custeio e, cumpridas as formalidades exigidas pela Lei Complementar nº 160/2017, mormente em seus arts. 3º e 10, deve ser dado provimento ao recurso voluntário.

ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 2012, 2013, 2014
LANÇAMENTO CALCADO NOS MESMOS ELEMENTOS DE PROVA.
Aplicam-se ao lançamento da CSLL as mesmas razões de decidir do lançamento de IRPJ, haja vista estarem apoiados nos mesmos elementos de convicção."
